,year,female,male,Latitude,Longitude
Republic of Korea,1993,1276,2848,36.638392,127.6961188
Republic of Korea,1994,1350,2862,36.638392,127.6961188
Republic of Korea,1995,1522,3319,36.638392,127.6961188
Republic of Korea,1996,1815,4042,36.638392,127.6961188
Republic of Korea,1997,1862,4162,36.638392,127.6961188
Republic of Korea,1998,2369,6200,36.638392,127.6961188
Republic of Korea,1999,2107,4968,36.638392,127.6961188
Republic of Korea,2000,1963,4481,36.638392,127.6961188
Republic of Korea,2001,2059,4852,36.638392,127.6961188
Republic of Korea,2002,2672,5939,36.638392,127.6961188
Republic of Korea,2003,3384,7514,36.638392,127.6961188
Republic of Korea,2004,3613,7879,36.638392,127.6961188
Republic of Korea,2005,3985,8026,36.638392,127.6961188
Republic of Korea,2006,3426,7227,36.638392,127.6961188
Republic of Korea,2007,4427,7747,36.638392,127.6961188
Republic of Korea,2008,4598,8260,36.638392,127.6961188
Republic of Korea,2009,5475,9927,36.638392,127.6961188
Republic of Korea,2010,5237,10321,36.638392,127.6961188
Republic of Korea,2011,5040,10866,36.638392,127.6961188
Republic of Korea,2012,4538,9621,36.638392,127.6961188
Republic of Korea,2013,4367,10059,36.638392,127.6961188
Republic of Korea,2014,4099,9735,36.638392,127.6961188
Republic of Korea,2015,3954,9556,36.638392,127.6961188
Romania,1989,643,1886,45.9852129,24.6859225
Romania,1990,556,1523,45.9852129,24.6859225
Romania,1991,523,1638,45.9852129,24.6859225
Romania,1992,573,2077,45.9852129,24.6859225
Romania,1993,583,2191,45.9852129,24.6859225
Romania,1994,589,2298,45.9852129,24.6859225
Romania,1995,537,2256,45.9852129,24.6859225
Romania,1996,493,2335,45.9852129,24.6859225
Romania,1997,484,2375,45.9852129,24.6859225
Romania,1998,488,2350,45.9852129,24.6859225
Romania,1999,501,2235,45.9852129,24.6859225
Romania,2000,511,2325,45.9852129,24.6859225
Romania,2001,442,2278,45.9852129,24.6859225
Romania,2002,528,2539,45.9852129,24.6859225
Romania,2003,508,2386,45.9852129,24.6859225
Romania,2004,444,2276,45.9852129,24.6859225
Romania,2005,470,2133,45.9852129,24.6859225
Romania,2006,481,2240,45.9852129,24.6859225
Romania,2007,446,1984,45.9852129,24.6859225
Romania,2008,446,2026,45.9852129,24.6859225
Romania,2009,389,2197,45.9852129,24.6859225
Romania,2010,462,2304,45.9852129,24.6859225
Romania,2011,394,2142,45.9852129,24.6859225
Romania,2012,353,2142,45.9852129,24.6859225
Romania,2013,364,2043,45.9852129,24.6859225
Romania,2014,322,1887,45.9852129,24.6859225
Romania,2015,342,1886,45.9852129,24.6859225
Romania,2016,310,1643,45.9852129,24.6859225
Russian Federation,1989,8548,29373,64.6863136,97.7453061
Russian Federation,1990,8742,30286,64.6863136,97.7453061
Russian Federation,1991,8460,30821,64.6863136,97.7453061
Russian Federation,1992,9129,36794,64.6863136,97.7453061
Russian Federation,1993,10096,45750,64.6863136,97.7453061
Russian Federation,1994,10388,51032,64.6863136,97.7453061
Russian Federation,1995,10633,49915,64.6863136,97.7453061
Russian Federation,1996,9685,47826,64.6863136,97.7453061
Russian Federation,1997,9494,45252,64.6863136,97.7453061
Russian Federation,1998,8971,42547,64.6863136,97.7453061
Russian Federation,1999,9909,47065,64.6863136,97.7453061
Russian Federation,2000,9099,47520,64.6863136,97.7453061
Russian Federation,2001,9006,47952,64.6863136,97.7453061
Russian Federation,2002,9057,45967,64.6863136,97.7453061
Russian Federation,2003,8450,42995,64.6863136,97.7453061
Russian Federation,2004,8202,40894,64.6863136,97.7453061
Russian Federation,2005,7464,38338,64.6863136,97.7453061
Russian Federation,2006,7227,35387,64.6863136,97.7453061
Russian Federation,2007,7341,33808,64.6863136,97.7453061
Russian Federation,2008,6925,31286,64.6863136,97.7453061
Russian Federation,2009,6485,30923,64.6863136,97.7453061
Russian Federation,2010,5795,27561,64.6863136,97.7453061
Russian Federation,2011,5568,25470,64.6863136,97.7453061
Russian Federation,2012,5454,24189,64.6863136,97.7453061
Russian Federation,2013,4976,23714,64.6863136,97.7453061
Russian Federation,2014,4655,21886,64.6863136,97.7453061
Russian Federation,2015,4571,20861,64.6863136,97.7453061
Saint Kitts and Nevis,1990,0,0,17.250512,-62.6725973
Saint Kitts and Nevis,1991,0,0,17.250512,-62.6725973
Saint Kitts and Nevis,1992,0,0,17.250512,-62.6725973
Saint Lucia,1986,0,5,13.8250489,-60.975036
Saint Lucia,1987,1,10,13.8250489,-60.975036
Saint Lucia,1988,4,6,13.8250489,-60.975036
Saint Lucia,1989,3,5,13.8250489,-60.975036
Saint Lucia,1990,1,2,13.8250489,-60.975036
Saint Lucia,1991,0,6,13.8250489,-60.975036
Saint Lucia,1992,0,11,13.8250489,-60.975036
Saint Lucia,1993,0,8,13.8250489,-60.975036
Saint Lucia,1994,2,4,13.8250489,-60.975036
Saint Lucia,1995,1,9,13.8250489,-60.975036
Saint Lucia,1996,1,6,13.8250489,-60.975036
Saint Lucia,1997,0,9,13.8250489,-60.975036
Saint Lucia,1998,3,5,13.8250489,-60.975036
Saint Lucia,1999,1,7,13.8250489,-60.975036
Saint Lucia,2000,3,11,13.8250489,-60.975036
Saint Lucia,2001,0,7,13.8250489,-60.975036
Saint Lucia,2002,4,8,13.8250489,-60.975036
Saint Lucia,2003,4,6,13.8250489,-60.975036
Saint Lucia,2004,0,8,13.8250489,-60.975036
Saint Lucia,2005,0,4,13.8250489,-60.975036
Saint Lucia,2006,0,2,13.8250489,-60.975036
Saint Lucia,2008,0,0,13.8250489,-60.975036
Saint Lucia,2009,0,13,13.8250489,-60.975036
Saint Lucia,2010,1,3,13.8250489,-60.975036
Saint Lucia,2011,0,8,13.8250489,-60.975036
Saint Lucia,2012,1,9,13.8250489,-60.975036
Saint Lucia,2013,1,13,13.8250489,-60.975036
Saint Lucia,2014,3,11,13.8250489,-60.975036
Saint Vincent and Grenadines,1985,0,2,12.90447,-61.2765569
Saint Vincent and Grenadines,1986,0,0,12.90447,-61.2765569
Saint Vincent and Grenadines,1987,0,0,12.90447,-61.2765569
Saint Vincent and Grenadines,1990,0,5,12.90447,-61.2765569
Saint Vincent and Grenadines,1995,0,7,12.90447,-61.2765569
Saint Vincent and Grenadines,1996,1,7,12.90447,-61.2765569
Saint Vincent and Grenadines,1997,0,3,12.90447,-61.2765569
Saint Vincent and Grenadines,1998,0,10,12.90447,-61.2765569
Saint Vincent and Grenadines,1999,0,6,12.90447,-61.2765569
Saint Vincent and Grenadines,2000,0,5,12.90447,-61.2765569
Saint Vincent and Grenadines,2001,1,7,12.90447,-61.2765569
Saint Vincent and Grenadines,2002,1,6,12.90447,-61.2765569
Saint Vincent and Grenadines,2003,0,4,12.90447,-61.2765569
Saint Vincent and Grenadines,2004,0,4,12.90447,-61.2765569
Saint Vincent and Grenadines,2005,1,7,12.90447,-61.2765569
Saint Vincent and Grenadines,2006,1,5,12.90447,-61.2765569
Saint Vincent and Grenadines,2007,0,11,12.90447,-61.2765569
Saint Vincent and Grenadines,2008,1,3,12.90447,-61.2765569
Saint Vincent and Grenadines,2009,0,1,12.90447,-61.2765569
Saint Vincent and Grenadines,2010,0,5,12.90447,-61.2765569
Saint Vincent and Grenadines,2011,1,4,12.90447,-61.2765569
Saint Vincent and Grenadines,2012,3,7,12.90447,-61.2765569
Saint Vincent and Grenadines,2013,0,0,12.90447,-61.2765569
Saint Vincent and Grenadines,2014,0,2,12.90447,-61.2765569
Saint Vincent and Grenadines,2015,1,2,12.90447,-61.2765569
San Marino,1999,0,2,43.9458623,12.458306
San Marino,2000,0,1,43.9458623,12.458306
San Marino,2005,0,1,43.9458623,12.458306
Serbia,1998,445,1015,44.024322850000004,21.07657433209902
Serbia,1999,480,1091,44.024322850000004,21.07657433209902
Serbia,2000,474,1069,44.024322850000004,21.07657433209902
Serbia,2001,417,1025,44.024322850000004,21.07657433209902
Serbia,2002,395,1051,44.024322850000004,21.07657433209902
Serbia,2003,381,997,44.024322850000004,21.07657433209902
Serbia,2004,367,978,44.024322850000004,21.07657433209902
Serbia,2005,431,1006,44.024322850000004,21.07657433209902
Serbia,2006,422,1021,44.024322850000004,21.07657433209902
Serbia,2007,385,968,44.024322850000004,21.07657433209902
Serbia,2008,386,903,44.024322850000004,21.07657433209902
Serbia,2009,376,997,44.024322850000004,21.07657433209902
Serbia,2010,304,903,44.024322850000004,21.07657433209902
Serbia,2011,347,909,44.024322850000004,21.07657433209902
Serbia,2012,311,932,44.024322850000004,21.07657433209902
Serbia,2013,296,901,44.024322850000004,21.07657433209902
Serbia,2014,277,857,44.024322850000004,21.07657433209902
Serbia,2015,269,793,44.024322850000004,21.07657433209902
Seychelles,1985,1,7,-4.6574977,55.4540146
Seychelles,1986,0,1,-4.6574977,55.4540146
Seychelles,1987,0,3,-4.6574977,55.4540146
Seychelles,2001,1,5,-4.6574977,55.4540146
Seychelles,2002,0,5,-4.6574977,55.4540146
Seychelles,2003,2,6,-4.6574977,55.4540146
Seychelles,2004,0,6,-4.6574977,55.4540146
Seychelles,2005,1,4,-4.6574977,55.4540146
Seychelles,2006,0,8,-4.6574977,55.4540146
Seychelles,2007,1,5,-4.6574977,55.4540146
Seychelles,2008,0,4,-4.6574977,55.4540146
Seychelles,2009,0,4,-4.6574977,55.4540146
Seychelles,2010,0,6,-4.6574977,55.4540146
Seychelles,2011,0,5,-4.6574977,55.4540146
Seychelles,2012,0,3,-4.6574977,55.4540146
Seychelles,2013,0,9,-4.6574977,55.4540146
Seychelles,2014,2,2,-4.6574977,55.4540146
Seychelles,2015,1,6,-4.6574977,55.4540146
Singapore,1985,134,190,1.357107,103.8194992
Singapore,1986,135,191,1.357107,103.8194992
Singapore,1987,130,171,1.357107,103.8194992
Singapore,1988,146,220,1.357107,103.8194992
Singapore,1989,179,215,1.357107,103.8194992
Singapore,1990,153,201,1.357107,103.8194992
Singapore,1991,119,177,1.357107,103.8194992
Singapore,1992,117,160,1.357107,103.8194992
Singapore,1993,102,168,1.357107,103.8194992
Singapore,1994,126,190,1.357107,103.8194992
Singapore,1995,138,226,1.357107,103.8194992
Singapore,1996,87,152,1.357107,103.8194992
Singapore,1997,107,196,1.357107,103.8194992
Singapore,1998,128,200,1.357107,103.8194992
Singapore,1999,90,187,1.357107,103.8194992
Singapore,2000,105,204,1.357107,103.8194992
Singapore,2001,115,190,1.357107,103.8194992
Singapore,2002,129,192,1.357107,103.8194992
Singapore,2003,119,201,1.357107,103.8194992
Singapore,2004,130,205,1.357107,103.8194992
Singapore,2005,119,240,1.357107,103.8194992
Singapore,2006,141,231,1.357107,103.8194992
Singapore,2007,131,197,1.357107,103.8194992
Singapore,2008,112,207,1.357107,103.8194992
Singapore,2009,114,235,1.357107,103.8194992
Singapore,2010,99,197,1.357107,103.8194992
Singapore,2011,111,197,1.357107,103.8194992
Singapore,2012,149,243,1.357107,103.8194992
Singapore,2013,112,245,1.357107,103.8194992
Singapore,2014,105,250,1.357107,103.8194992
Singapore,2015,111,218,1.357107,103.8194992
Slovakia,1992,142,654,48.7411522,19.4528646
Slovakia,1993,116,622,48.7411522,19.4528646
Slovakia,1994,108,583,48.7411522,19.4528646
Slovakia,1995,126,609,48.7411522,19.4528646
Slovakia,1996,106,566,48.7411522,19.4528646
Slovakia,1997,106,524,48.7411522,19.4528646
Slovakia,1998,88,585,48.7411522,19.4528646
Slovakia,1999,102,590,48.7411522,19.4528646
Slovakia,2000,135,594,48.7411522,19.4528646
Slovakia,2001,112,580,48.7411522,19.4528646
Slovakia,2002,100,617,48.7411522,19.4528646
Slovakia,2003,105,648,48.7411522,19.4528646
Slovakia,2004,112,564,48.7411522,19.4528646
Slovakia,2005,95,584,48.7411522,19.4528646
Slovakia,2006,0,0,48.7411522,19.4528646
Slovakia,2007,0,0,48.7411522,19.4528646
Slovakia,2008,83,508,48.7411522,19.4528646
Slovakia,2009,58,543,48.7411522,19.4528646
Slovakia,2010,92,539,48.7411522,19.4528646
Slovakia,2012,72,499,48.7411522,19.4528646
Slovakia,2013,83,533,48.7411522,19.4528646
Slovakia,2014,83,471,48.7411522,19.4528646
Slovenia,1995,129,435,46.1199444,14.8153333
Slovenia,1996,142,465,46.1199444,14.8153333
Slovenia,1997,120,473,46.1199444,14.8153333
Slovenia,1998,135,477,46.1199444,14.8153333
Slovenia,1999,137,453,46.1199444,14.8153333
Slovenia,2000,155,433,46.1199444,14.8153333
Slovenia,2001,122,459,46.1199444,14.8153333
Slovenia,2002,107,433,46.1199444,14.8153333
Slovenia,2003,122,440,46.1199444,14.8153333
Slovenia,2004,142,370,46.1199444,14.8153333
Slovenia,2005,112,391,46.1199444,14.8153333
Slovenia,2006,114,415,46.1199444,14.8153333
Slovenia,2007,99,335,46.1199444,14.8153333
Slovenia,2008,84,324,46.1199444,14.8153333
Slovenia,2009,97,350,46.1199444,14.8153333
Slovenia,2010,78,336,46.1199444,14.8153333
Slovenia,2011,88,347,46.1199444,14.8153333
Slovenia,2012,80,360,46.1199444,14.8153333
Slovenia,2013,86,360,46.1199444,14.8153333
Slovenia,2014,63,325,46.1199444,14.8153333
Slovenia,2015,90,332,46.1199444,14.8153333
South Africa,1996,30,113,-28.8166236,24.991639
South Africa,1997,22,82,-28.8166236,24.991639
South Africa,1998,43,137,-28.8166236,24.991639
South Africa,1999,60,219,-28.8166236,24.991639
South Africa,2000,58,209,-28.8166236,24.991639
South Africa,2001,72,312,-28.8166236,24.991639
South Africa,2002,47,189,-28.8166236,24.991639
South Africa,2003,63,193,-28.8166236,24.991639
South Africa,2004,89,294,-28.8166236,24.991639
South Africa,2005,101,357,-28.8166236,24.991639
South Africa,2006,97,417,-28.8166236,24.991639
South Africa,2007,104,313,-28.8166236,24.991639
South Africa,2008,95,346,-28.8166236,24.991639
South Africa,2009,92,280,-28.8166236,24.991639
South Africa,2010,94,299,-28.8166236,24.991639
South Africa,2011,75,283,-28.8166236,24.991639
South Africa,2012,114,373,-28.8166236,24.991639
South Africa,2013,120,467,-28.8166236,24.991639
South Africa,2014,121,459,-28.8166236,24.991639
South Africa,2015,105,377,-28.8166236,24.991639
Spain,1985,685,1829,39.3260685,-4.8379791
Spain,1986,723,2032,39.3260685,-4.8379791
Spain,1987,787,2017,39.3260685,-4.8379791
Spain,1988,810,2150,39.3260685,-4.8379791
Spain,1989,774,2213,39.3260685,-4.8379791
Spain,1990,804,2135,39.3260685,-4.8379791
Spain,1991,777,2139,39.3260685,-4.8379791
Spain,1992,682,2104,39.3260685,-4.8379791
Spain,1993,754,2283,39.3260685,-4.8379791
Spain,1994,742,2429,39.3260685,-4.8379791
Spain,1995,749,2408,39.3260685,-4.8379791
Spain,1996,869,2451,39.3260685,-4.8379791
Spain,1997,847,2526,39.3260685,-4.8379791
Spain,1998,762,2499,39.3260685,-4.8379791
Spain,1999,809,2411,39.3260685,-4.8379791
Spain,2000,819,2575,39.3260685,-4.8379791
Spain,2001,759,2430,39.3260685,-4.8379791
Spain,2002,817,2555,39.3260685,-4.8379791
Spain,2003,828,2650,39.3260685,-4.8379791
Spain,2004,857,2651,39.3260685,-4.8379791
Spain,2005,829,2570,39.3260685,-4.8379791
Spain,2006,735,2512,39.3260685,-4.8379791
Spain,2007,801,2463,39.3260685,-4.8379791
Spain,2008,781,2676,39.3260685,-4.8379791
Spain,2009,763,2666,39.3260685,-4.8379791
Spain,2010,690,2468,39.3260685,-4.8379791
Spain,2011,745,2435,39.3260685,-4.8379791
Spain,2012,815,2724,39.3260685,-4.8379791
Spain,2013,960,2913,39.3260685,-4.8379791
Spain,2014,973,2938,39.3260685,-4.8379791
Spain,2015,923,2681,39.3260685,-4.8379791
Sri Lanka,1985,1730,3938,7.5554942,80.7137847
Sri Lanka,1986,1491,3854,7.5554942,80.7137847
Sri Lanka,1996,1170,3728,7.5554942,80.7137847
Sri Lanka,1997,1497,4390,7.5554942,80.7137847
Sri Lanka,1998,1312,4206,7.5554942,80.7137847
Sri Lanka,1999,1348,4271,7.5554942,80.7137847
Sri Lanka,2000,1293,3959,7.5554942,80.7137847
Sri Lanka,2001,1008,3582,7.5554942,80.7137847
Sri Lanka,2002,917,3465,7.5554942,80.7137847
Sri Lanka,2003,934,3533,7.5554942,80.7137847
Sri Lanka,2006,898,3117,7.5554942,80.7137847
Suriname,1985,22,58,4.1413025,-56.0771187
Suriname,1986,12,30,4.1413025,-56.0771187
Suriname,1987,12,40,4.1413025,-56.0771187
Suriname,1988,17,32,4.1413025,-56.0771187
Suriname,1989,12,41,4.1413025,-56.0771187
Suriname,1990,4,22,4.1413025,-56.0771187
Suriname,1991,22,35,4.1413025,-56.0771187
Suriname,1992,13,35,4.1413025,-56.0771187
Suriname,1995,13,42,4.1413025,-56.0771187
Suriname,1996,4,17,4.1413025,-56.0771187
Suriname,1997,11,21,4.1413025,-56.0771187
Suriname,1998,8,21,4.1413025,-56.0771187
Suriname,1999,15,34,4.1413025,-56.0771187
Suriname,2000,14,38,4.1413025,-56.0771187
Suriname,2001,16,56,4.1413025,-56.0771187
Suriname,2002,21,48,4.1413025,-56.0771187
Suriname,2003,19,58,4.1413025,-56.0771187
Suriname,2004,18,49,4.1413025,-56.0771187
Suriname,2005,12,60,4.1413025,-56.0771187
Suriname,2006,28,84,4.1413025,-56.0771187
Suriname,2007,32,87,4.1413025,-56.0771187
Suriname,2008,34,113,4.1413025,-56.0771187
Suriname,2009,32,99,4.1413025,-56.0771187
Suriname,2010,42,94,4.1413025,-56.0771187
Suriname,2011,32,95,4.1413025,-56.0771187
Suriname,2012,33,100,4.1413025,-56.0771187
Suriname,2013,34,97,4.1413025,-56.0771187
Suriname,2014,36,92,4.1413025,-56.0771187
Sweden,1987,464,1077,44.133435,-70.822678
Sweden,1988,492,1098,44.133435,-70.822678
Sweden,1989,457,1122,44.133435,-70.822678
Sweden,1990,451,1020,44.133435,-70.822678
Sweden,1991,447,1036,44.133435,-70.822678
Sweden,1992,419,936,44.133435,-70.822678
Sweden,1993,417,956,44.133435,-70.822678
Sweden,1994,395,929,44.133435,-70.822678
Sweden,1995,412,936,44.133435,-70.822678
Sweden,1996,381,872,44.133435,-70.822678
Sweden,1997,344,857,44.133435,-70.822678
Sweden,1998,349,882,44.133435,-70.822678
Sweden,1999,358,862,44.133435,-70.822678
Sweden,2000,329,802,44.133435,-70.822678
Sweden,2001,364,833,44.133435,-70.822678
Sweden,2002,318,862,44.133435,-70.822678
Sweden,2003,336,776,44.133435,-70.822678
Sweden,2004,321,834,44.133435,-70.822678
Sweden,2005,384,835,44.133435,-70.822678
Sweden,2006,380,817,44.133435,-70.822678
Sweden,2007,325,801,44.133435,-70.822678
Sweden,2008,315,855,44.133435,-70.822678
Sweden,2009,354,888,44.133435,-70.822678
Sweden,2010,303,838,44.133435,-70.822678
Sweden,2011,323,789,44.133435,-70.822678
Sweden,2012,335,819,44.133435,-70.822678
Sweden,2013,368,862,44.133435,-70.822678
Sweden,2014,363,785,44.133435,-70.822678
Sweden,2015,331,851,44.133435,-70.822678
Sweden,2016,348,782,44.133435,-70.822678
Switzerland,1995,401,1018,46.7985624,8.2319736
Switzerland,1996,422,1010,46.7985624,8.2319736
Switzerland,1997,378,963,46.7985624,8.2319736
Switzerland,1998,362,1009,46.7985624,8.2319736
Switzerland,1999,367,929,46.7985624,8.2319736
Switzerland,2000,399,981,46.7985624,8.2319736
Switzerland,2001,393,945,46.7985624,8.2319736
Switzerland,2002,466,980,46.7985624,8.2319736
Switzerland,2003,421,848,46.7985624,8.2319736
Switzerland,2004,427,857,46.7985624,8.2319736
Switzerland,2005,400,899,46.7985624,8.2319736
Switzerland,2006,446,863,46.7985624,8.2319736
Switzerland,2007,440,920,46.7985624,8.2319736
Switzerland,2008,453,861,46.7985624,8.2319736
Switzerland,2009,278,827,46.7985624,8.2319736
Switzerland,2010,282,724,46.7985624,8.2319736
Switzerland,2011,277,757,46.7985624,8.2319736
Switzerland,2012,286,752,46.7985624,8.2319736
Switzerland,2013,285,786,46.7985624,8.2319736
Switzerland,2014,276,756,46.7985624,8.2319736
Switzerland,2015,280,793,46.7985624,8.2319736
Thailand,1985,1240,1742,13.03876215,101.70017611907599
Thailand,1986,1024,1774,13.03876215,101.70017611907599
Thailand,1987,1180,1855,13.03876215,101.70017611907599
Thailand,1990,1314,2439,13.03876215,101.70017611907599
Thailand,1991,1157,2402,13.03876215,101.70017611907599
Thailand,1992,1191,2359,13.03876215,101.70017611907599
Thailand,1994,695,1612,13.03876215,101.70017611907599
Thailand,1995,1145,3100,13.03876215,101.70017611907599
Thailand,1996,1143,3300,13.03876215,101.70017611907599
Thailand,1997,954,3196,13.03876215,101.70017611907599
Thailand,1998,1121,3842,13.03876215,101.70017611907599
Thailand,1999,1208,4068,13.03876215,101.70017611907599
Thailand,2000,1149,4033,13.03876215,101.70017611907599
Thailand,2002,1190,3712,13.03876215,101.70017611907599
Thailand,2003,1059,3425,13.03876215,101.70017611907599
Thailand,2004,1043,3253,13.03876215,101.70017611907599
Thailand,2005,907,3030,13.03876215,101.70017611907599
Thailand,2006,756,2852,13.03876215,101.70017611907599
Thailand,2007,811,2943,13.03876215,101.70017611907599
Thailand,2008,872,2906,13.03876215,101.70017611907599
Thailand,2009,861,2926,13.03876215,101.70017611907599
Thailand,2010,848,2913,13.03876215,101.70017611907599
Thailand,2011,888,2985,13.03876215,101.70017611907599
Thailand,2012,930,3055,13.03876215,101.70017611907599
Thailand,2013,856,3105,13.03876215,101.70017611907599
Thailand,2014,878,3074,13.03876215,101.70017611907599
Thailand,2015,839,3366,13.03876215,101.70017611907599
Thailand,2016,842,3275,13.03876215,101.70017611907599
Trinidad and Tobago,1985,5,24,10.7466905,-61.0840075
Trinidad and Tobago,1986,35,69,10.7466905,-61.0840075
Trinidad and Tobago,1987,27,92,10.7466905,-61.0840075
Trinidad and Tobago,1988,46,118,10.7466905,-61.0840075
Trinidad and Tobago,1989,41,132,10.7466905,-61.0840075
Trinidad and Tobago,1990,45,125,10.7466905,-61.0840075
Trinidad and Tobago,1991,30,118,10.7466905,-61.0840075
Trinidad and Tobago,1992,26,137,10.7466905,-61.0840075
Trinidad and Tobago,1993,26,148,10.7466905,-61.0840075
Trinidad and Tobago,1994,30,118,10.7466905,-61.0840075
Trinidad and Tobago,1995,39,145,10.7466905,-61.0840075
Trinidad and Tobago,1996,35,111,10.7466905,-61.0840075
Trinidad and Tobago,1997,31,129,10.7466905,-61.0840075
Trinidad and Tobago,1998,30,141,10.7466905,-61.0840075
Trinidad and Tobago,1999,30,109,10.7466905,-61.0840075
Trinidad and Tobago,2000,32,134,10.7466905,-61.0840075
Trinidad and Tobago,2001,38,141,10.7466905,-61.0840075
Trinidad and Tobago,2002,27,129,10.7466905,-61.0840075
Trinidad and Tobago,2003,35,109,10.7466905,-61.0840075
Trinidad and Tobago,2004,25,143,10.7466905,-61.0840075
Trinidad and Tobago,2005,26,110,10.7466905,-61.0840075
Trinidad and Tobago,2006,26,115,10.7466905,-61.0840075
Trinidad and Tobago,2007,20,111,10.7466905,-61.0840075
Trinidad and Tobago,2008,36,163,10.7466905,-61.0840075
Trinidad and Tobago,2009,21,107,10.7466905,-61.0840075
Trinidad and Tobago,2010,31,129,10.7466905,-61.0840075
Trinidad and Tobago,2011,27,112,10.7466905,-61.0840075
Turkey,2009,249,801,38.9597594,34.9249653
Turkey,2010,376,1148,38.9597594,34.9249653
Turkey,2011,298,850,38.9597594,34.9249653
Turkey,2012,378,1072,38.9597594,34.9249653
Turkey,2013,463,1347,38.9597594,34.9249653
Turkey,2014,408,1209,38.9597594,34.9249653
Turkey,2015,397,1135,38.9597594,34.9249653
Turkmenistan,1987,97,175,39.3763807,59.3924609
Turkmenistan,1988,84,186,39.3763807,59.3924609
Turkmenistan,1989,82,171,39.3763807,59.3924609
Turkmenistan,1990,82,216,39.3763807,59.3924609
Turkmenistan,1991,87,186,39.3763807,59.3924609
Turkmenistan,1992,80,191,39.3763807,59.3924609
Turkmenistan,1993,67,173,39.3763807,59.3924609
Turkmenistan,1994,69,165,39.3763807,59.3924609
Turkmenistan,1995,52,192,39.3763807,59.3924609
Turkmenistan,1996,53,230,39.3763807,59.3924609
Turkmenistan,1997,72,261,39.3763807,59.3924609
Turkmenistan,1998,83,322,39.3763807,59.3924609
Turkmenistan,1999,100,342,39.3763807,59.3924609
Turkmenistan,2000,76,307,39.3763807,59.3924609
Turkmenistan,2001,78,367,39.3763807,59.3924609
Turkmenistan,2002,80,336,39.3763807,59.3924609
Turkmenistan,2003,82,295,39.3763807,59.3924609
Turkmenistan,2004,93,299,39.3763807,59.3924609
Turkmenistan,2005,94,374,39.3763807,59.3924609
Turkmenistan,2006,114,392,39.3763807,59.3924609
Turkmenistan,2007,85,269,39.3763807,59.3924609
Turkmenistan,2008,114,370,39.3763807,59.3924609
Turkmenistan,2009,40,125,39.3763807,59.3924609
Turkmenistan,2010,47,131,39.3763807,59.3924609
Turkmenistan,2011,39,91,39.3763807,59.3924609
Turkmenistan,2012,33,105,39.3763807,59.3924609
Turkmenistan,2013,28,73,39.3763807,59.3924609
Turkmenistan,2014,44,92,39.3763807,59.3924609
Turkmenistan,2015,41,92,39.3763807,59.3924609
Ukraine,1987,2593,7457,49.4871968,31.2718321
Ukraine,1988,2508,7243,49.4871968,31.2718321
Ukraine,1989,2591,8296,49.4871968,31.2718321
Ukraine,1990,2416,8229,49.4871968,31.2718321
Ukraine,1991,2362,8338,49.4871968,31.2718321
Ukraine,1992,2538,9128,49.4871968,31.2718321
Ukraine,1993,2605,9864,49.4871968,31.2718321
Ukraine,1994,2763,11063,49.4871968,31.2718321
Ukraine,1995,2632,11909,49.4871968,31.2718321
Ukraine,1996,2665,12495,49.4871968,31.2718321
Ukraine,1997,2793,12110,49.4871968,31.2718321
Ukraine,1998,2841,11948,49.4871968,31.2718321
Ukraine,1999,2637,11726,49.4871968,31.2718321
Ukraine,2000,2633,11834,49.4871968,31.2718321
Ukraine,2001,2192,10939,49.4871968,31.2718321
Ukraine,2002,2169,10367,49.4871968,31.2718321
Ukraine,2003,2150,10163,49.4871968,31.2718321
Ukraine,2004,1865,9391,49.4871968,31.2718321
Ukraine,2005,1761,8860,49.4871968,31.2718321
Ukraine,2006,1713,8300,49.4871968,31.2718321
Ukraine,2007,1629,8403,49.4871968,31.2718321
Ukraine,2008,1675,7779,49.4871968,31.2718321
Ukraine,2009,1724,7991,49.4871968,31.2718321
Ukraine,2010,1579,7510,49.4871968,31.2718321
Ukraine,2011,1664,7309,49.4871968,31.2718321
Ukraine,2012,1697,7361,49.4871968,31.2718321
Ukraine,2014,1556,6412,49.4871968,31.2718321
Ukraine,2015,1426,6148,49.4871968,31.2718321
United Arab Emirates,2005,16,80,24.0002488,53.9994829
United Arab Emirates,2006,14,76,24.0002488,53.9994829
United Arab Emirates,2007,13,88,24.0002488,53.9994829
United Arab Emirates,2008,18,82,24.0002488,53.9994829
United Arab Emirates,2009,15,109,24.0002488,53.9994829
United Arab Emirates,2010,22,89,24.0002488,53.9994829
United Kingdom,1985,1684,3421,54.7023545,-3.2765753
United Kingdom,1986,1448,3391,54.7023545,-3.2765753
United Kingdom,1987,1331,3263,54.7023545,-3.2765753
United Kingdom,1988,1360,3611,54.7023545,-3.2765753
United Kingdom,1989,1127,3234,54.7023545,-3.2765753
United Kingdom,1990,1119,3524,54.7023545,-3.2765753
United Kingdom,1991,1053,3494,54.7023545,-3.2765753
United Kingdom,1992,1071,3557,54.7023545,-3.2765753
United Kingdom,1993,1029,3433,54.7023545,-3.2765753
United Kingdom,1994,990,3390,54.7023545,-3.2765753
United Kingdom,1995,961,3354,54.7023545,-3.2765753
United Kingdom,1996,980,3185,54.7023545,-3.2765753
United Kingdom,1997,946,3197,54.7023545,-3.2765753
United Kingdom,1998,982,3407,54.7023545,-3.2765753
